event_id,event_type,chromosome,strand,gene_name,common_start,short_exon_end,long_exon_end,sample,psi,inclusion_reads,exclusion_reads,total_reads,confidence
A5SS_chr12_2427006_28,A5SS,chr12,+,GENE_0028,2427006,2427506,2427559,sample_2_Aligned.sortedByCoord.out,0.24450175978630065,21,18,39,high
A5SS_chr12_2427006_28,A5SS,chr12,+,GENE_0028,2427006,2427506,2427559,sample_3_Aligned.sortedByCoord.out,0.7509966822300098,24,12,36,high
A5SS_chr12_2427006_28,A5SS,chr12,+,GENE_0028,2427006,2427506,2427559,sample_4_Aligned.sortedByCoord.out,0.30344423949771576,26,18,44,high
A5SS_chr12_2427006_28,A5SS,chr12,+,GENE_0028,2427006,2427506,2427559,sample_5_Aligned.sortedByCoord.out,0.24649820352182342,19,13,32,high
A5SS_chr12_2427006_28,A5SS,chr12,+,GENE_0028,2427006,2427506,2427559,sample_6_Aligned.sortedByCoord.out,0.8867044148556711,19,18,37,high
A5SS_chr9_27658592_29,A5SS,chr9,+,GENE_0029,27658592,27659092,27659238,sample_1_Aligned.sortedByCoord.out,0.7146226036089297,13,17,30,high
A5SS_chr9_27658592_29,A5SS,chr9,+,GENE_0029,27658592,27659092,27659238,sample_2_Aligned.sortedByCoord.out,0.8650971139602613,17,15,32,high
A5SS_chr9_27658592_29,A5SS,chr9,+,GENE_0029,27658592,27659092,27659238,sample_3_Aligned.sortedByCoord.out,0.17675072271555148,21,21,42,high
A5SS_chr9_27658592_29,A5SS,chr9,+,GENE_0029,27658592,27659092,27659238,sample_4_Aligned.sortedByCoord.out,0.45092312696811626,19,9,28,high
A5SS_chr9_27658592_29,A5SS,chr9,+,GENE_0029,27658592,27659092,27659238,sample_5_Aligned.sortedByCoord.out,0.6833430018484373,18,20,38,high
A5SS_chr9_27658592_29,A5SS,chr9,+,GENE_0029,27658592,27659092,27659238,sample_6_Aligned.sortedByCoord.out,0.8193594559691098,21,14,35,high
A5SS_chr20_8787101_30,A5SS,chr20,-,GENE_0030,8787101,8787601,8787698,sample_1_Aligned.sortedByCoord.out,0.10754828272586571,15,23,38,high
A5SS_chr20_8787101_30,A5SS,chr20,-,GENE_0030,8787101,8787601,8787698,sample_2_Aligned.sortedByCoord.out,0.6224936810241599,21,16,37,high
A5SS_chr20_8787101_30,A5SS,chr20,-,GENE_0030,8787101,8787601,8787698,sample_3_Aligned.sortedByCoord.out,0.6896213291897345,18,20,38,high
A5SS_chr20_8787101_30,A5SS,chr20,-,GENE_0030,8787101,8787601,8787698,sample_4_Aligned.sortedByCoord.out,0.5932213055691796,19,18,37,high
A5SS_chr20_8787101_30,A5SS,chr20,-,GENE_0030,8787101,8787601,8787698,sample_5_Aligned.sortedByCoord.out,0.3039267135230811,15,11,26,high
A5SS_chr20_8787101_30,A5SS,chr20,-,GENE_0030,8787101,8787601,8787698,sample_6_Aligned.sortedByCoord.out,0.6408793419528922,19,16,35,high
A5SS_chr1_13019290_31,A5SS,chr1,+,GENE_0031,13019290,13019790,13019979,sample_1_Aligned.sortedByCoord.out,0.5930425252099865,20,11,31,high
A5SS_chr1_13019290_31,A5SS,chr1,+,GENE_0031,13019290,13019790,13019979,sample_2_Aligned.sortedByCoord.out,0.627108331189943,19,5,24,high
A5SS_chr1_13019290_31,A5SS,chr1,+,GENE_0031,13019290,13019790,13019979,sample_3_Aligned.sortedByCoord.out,0.14201518385224426,20,16,36,high
A5SS_chr1_13019290_31,A5SS,chr1,+,GENE_0031,13019290,13019790,13019979,sample_4_Aligned.sortedByCoord.out,0.11411912868331188,23,12,35,high
A5SS_chr1_13019290_31,A5SS,chr1,+,GENE_0031,13019290,13019790,13019979,sample_5_Aligned.sortedByCoord.out,0.6927331590240595,19,12,31,high
A5SS_chr1_13019290_31,A5SS,chr1,+,GENE_0031,13019290,13019790,13019979,sample_6_Aligned.sortedByCoord.out,0.7537967719571206,21,13,34,high
A5SS_chr14_2576862_32,A5SS,chr14,+,GENE_0032,2576862,2577362,2577462,sample_1_Aligned.sortedByCoord.out,0.3394781499738803,14,12,26,high
A5SS_chr14_2576862_32,A5SS,chr14,+,GENE_0032,2576862,2577362,2577462,sample_2_Aligned.sortedByCoord.out,0.5062497471190716,17,15,32,high
A5SS_chr14_2576862_32,A5SS,chr14,+,GENE_0032,2576862,2577362,2577462,sample_3_Aligned.sortedByCoord.out,0.3669203385996141,20,17,37,high
A5SS_chr14_2576862_32,A5SS,chr14,+,GENE_0032,2576862,2577362,2577462,sample_4_Aligned.sortedByCoord.out,0.4124992164869164,18,12,30,high
A5SS_chr14_2576862_32,A5SS,chr14,+,GENE_0032,2576862,2577362,2577462,sample_5_Aligned.sortedByCoord.out,0.3095842486084908,22,17,39,high
A5SS_chr14_2576862_32,A5SS,chr14,+,GENE_0032,2576862,2577362,2577462,sample_6_Aligned.sortedByCoord.out,0.5704769938971689,10,17,27,high
A5SS_chr22_9671541_33,A5SS,chr22,+,GENE_0033,9671541,9672041,9672167,sample_1_Aligned.sortedByCoord.out,0.7336336236501131,17,19,36,high
A5SS_chr22_9671541_33,A5SS,chr22,+,GENE_0033,9671541,9672041,9672167,sample_2_Aligned.sortedByCoord.out,0.5136534692610056,15,14,29,high
A5SS_chr22_9671541_33,A5SS,chr22,+,GENE_0033,9671541,9672041,9672167,sample_3_Aligned.sortedByCoord.out,0.3798487914962282,18,16,34,high
A5SS_chr22_9671541_33,A5SS,chr22,+,GENE_0033,9671541,9672041,9672167,sample_4_Aligned.sortedByCoord.out,0.8813972818906787,22,10,32,high
A5SS_chr22_9671541_33,A5SS,chr22,+,GENE_0033,9671541,9672041,9672167,sample_5_Aligned.sortedByCoord.out,0.20954863667121687,25,15,40,high
A5SS_chr22_9671541_33,A5SS,chr22,+,GENE_0033,9671541,9672041,9672167,sample_6_Aligned.sortedByCoord.out,0.14959705007888155,25,5,30,high
A5SS_chr13_29676998_34,A5SS,chr13,-,GENE_0034,29676998,29677498,29677564,sample_1_Aligned.sortedByCoord.out,0.44586721347770747,17,6,23,high
A5SS_chr13_29676998_34,A5SS,chr13,-,GENE_0034,29676998,29677498,29677564,sample_2_Aligned.sortedByCoord.out,0.5912204405022067,14,12,26,high
A5SS_chr13_29676998_34,A5SS,chr13,-,GENE_0034,29676998,29677498,29677564,sample_3_Aligned.sortedByCoord.out,0.9238777826765141,13,18,31,high
A5SS_chr13_29676998_34,A5SS,chr13,-,GENE_0034,29676998,29677498,29677564,sample_4_Aligned.sortedByCoord.out,0.9229435840541609,23,16,39,high
A5SS_chr13_29676998_34,A5SS,chr13,-,GENE_0034,29676998,29677498,29677564,sample_5_Aligned.sortedByCoord.out,0.407441235208745,19,16,35,high
A5SS_chr13_29676998_34,A5SS,chr13,-,GENE_0034,29676998,29677498,29677564,sample_6_Aligned.sortedByCoord.out,0.869564469811841,14,19,33,high
A5SS_chr8_7895122_35,A5SS,chr8,-,GENE_0035,7895122,7895622,7895778,sample_1_Aligned.sortedByCoord.out,0.07349648698401015,24,13,37,high
A5SS_chr8_7895122_35,A5SS,chr8,-,GENE_0035,7895122,7895622,7895778,sample_2_Aligned.sortedByCoord.out,0.3141111898881936,19,9,28,high
A5SS_chr8_7895122_35,A5SS,chr8,-,GENE_0035,7895122,7895622,7895778,sample_3_Aligned.sortedByCoord.out,0.528267375448764,23,15,38,high
A5SS_chr8_7895122_35,A5SS,chr8,-,GENE_0035,7895122,7895622,7895778,sample_4_Aligned.sortedByCoord.out,0.34238532118164344,14,11,25,high
A5SS_chr8_7895122_35,A5SS,chr8,-,GENE_0035,7895122,7895622,7895778,sample_5_Aligned.sortedByCoord.out,0.7535845990891991,24,8,32,high
A5SS_chr8_7895122_35,A5SS,chr8,-,GENE_0035,7895122,7895622,7895778,sample_6_Aligned.sortedByCoord.out,0.7415802212239615,18,9,27,high
A5SS_chr12_47574173_36,A5SS,chr12,+,GENE_0036,47574173,47574673,47574810,sample_1_Aligned.sortedByCoord.out,0.6694891550542929,18,13,31,high
A5SS_chr12_47574173_36,A5SS,chr12,+,GENE_0036,47574173,47574673,47574810,sample_2_Aligned.sortedByCoord.out,0.3850327769324206,25,14,39,high
A5SS_chr12_47574173_36,A5SS,chr12,+,GENE_0036,47574173,47574673,47574810,sample_3_Aligned.sortedByCoord.out,0.7333701743240995,21,8,29,high
A5SS_chr12_47574173_36,A5SS,chr12,+,GENE_0036,47574173,47574673,47574810,sample_4_Aligned.sortedByCoord.out,0.6008931874125029,16,12,28,high
A5SS_chr12_47574173_36,A5SS,chr12,+,GENE_0036,47574173,47574673,47574810,sample_5_Aligned.sortedByCoord.out,0.46210679710493774,13,20,33,high
A5SS_chr12_47574173_36,A5SS,chr12,+,GENE_0036,47574173,47574673,47574810,sample_6_Aligned.sortedByCoord.out,0.6974449779597583,21,15,36,high
A5SS_chr19_29069350_37,A5SS,chr19,+,GENE_0037,29069350,29069850,29070008,sample_1_Aligned.sortedByCoord.out,0.40464948928884764,25,24,49,high
A5SS_chr19_29069350_37,A5SS,chr19,+,GENE_0037,29069350,29069850,29070008,sample_2_Aligned.sortedByCoord.out,0.31827145808310586,16,20,36,high
A5SS_chr19_29069350_37,A5SS,chr19,+,GENE_0037,29069350,29069850,29070008,sample_3_Aligned.sortedByCoord.out,0.6307819831709512,14,16,30,high
A5SS_chr19_29069350_37,A5SS,chr19,+,GENE_0037,29069350,29069850,29070008,sample_4_Aligned.sortedByCoord.out,0.11698693497063478,23,6,29,high
A5SS_chr19_29069350_37,A5SS,chr19,+,GENE_0037,29069350,29069850,29070008,sample_5_Aligned.sortedByCoord.out,0.5354086452782872,22,13,35,high
A5SS_chr19_29069350_37,A5SS,chr19,+,GENE_0037,29069350,29069850,29070008,sample_6_Aligned.sortedByCoord.out,0.7250947947901192,23,16,39,high
A5SS_chr13_40652394_38,A5SS,chr13,-,GENE_0038,40652394,40652894,40653079,sample_1_Aligned.sortedByCoord.out,0.25468852555233085,26,12,38,high
A5SS_chr13_40652394_38,A5SS,chr13,-,GENE_0038,40652394,40652894,40653079,sample_2_Aligned.sortedByCoord.out,0.19833468958174807,23,17,40,high
A5SS_chr13_40652394_38,A5SS,chr13,-,GENE_0038,40652394,40652894,40653079,sample_3_Aligned.sortedByCoord.out,0.730924380781632,14,19,33,high
A5SS_chr13_40652394_38,A5SS,chr13,-,GENE_0038,40652394,40652894,40653079,sample_4_Aligned.sortedByCoord.out,0.5157080966718495,9,14,23,high
A5SS_chr13_40652394_38,A5SS,chr13,-,GENE_0038,40652394,40652894,40653079,sample_5_Aligned.sortedByCoord.out,0.4814525501096652,16,6,22,high
A5SS_chr13_40652394_38,A5SS,chr13,-,GENE_0038,40652394,40652894,40653079,sample_6_Aligned.sortedByCoord.out,0.629567807958636,20,16,36,high
A5SS_chr9_11513028_39,A5SS,chr9,+,GENE_0039,11513028,11513528,11513617,sample_1_Aligned.sortedByCoord.out,0.052539110334936856,19,15,34,high
A5SS_chr9_11513028_39,A5SS,chr9,+,GENE_0039,11513028,11513528,11513617,sample_2_Aligned.sortedByCoord.out,0.7220187269666443,33,14,47,high
A5SS_chr9_11513028_39,A5SS,chr9,+,GENE_0039,11513028,11513528,11513617,sample_3_Aligned.sortedByCoord.out,0.445842343735817,9,19,28,high
A5SS_chr9_11513028_39,A5SS,chr9,+,GENE_0039,11513028,11513528,11513617,sample_4_Aligned.sortedByCoord.out,0.6112795186494767,19,13,32,high
A5SS_chr9_11513028_39,A5SS,chr9,+,GENE_0039,11513028,11513528,11513617,sample_5_Aligned.sortedByCoord.out,0.6212507462557988,21,13,34,high
A5SS_chr9_11513028_39,A5SS,chr9,+,GENE_0039,11513028,11513528,11513617,sample_6_Aligned.sortedByCoord.out,0.5984767737059123,20,12,32,high
A5SS_chr2_20125270_40,A5SS,chr2,+,GENE_0040,20125270,20125770,20125903,sample_1_Aligned.sortedByCoord.out,0.7528248651989938,20,6,26,high
A5SS_chr2_20125270_40,A5SS,chr2,+,GENE_0040,20125270,20125770,20125903,sample_2_Aligned.sortedByCoord.out,0.33146083224389655,22,20,42,high
A5SS_chr2_20125270_40,A5SS,chr2,+,GENE_0040,20125270,20125770,20125903,sample_3_Aligned.sortedByCoord.out,0.5639672761650462,24,11,35,high
A5SS_chr2_20125270_40,A5SS,chr2,+,GENE_0040,20125270,20125770,20125903,sample_4_Aligned.sortedByCoord.out,0.5982159740993145,14,12,26,high
A5SS_chr2_20125270_40,A5SS,chr2,+,GENE_0040,20125270,20125770,20125903,sample_5_Aligned.sortedByCoord.out,0.5961690281817101,22,21,43,high
A5SS_chr2_20125270_40,A5SS,chr2,+,GENE_0040,20125270,20125770,20125903,sample_6_Aligned.sortedByCoord.out,0.7347218494971963,14,13,27,high
A5SS_chr16_29051428_41,A5SS,chr16,-,GENE_0041,29051428,29051928,29052036,sample_1_Aligned.sortedByCoord.out,0.7275328956503176,26,15,41,high
A5SS_chr16_29051428_41,A5SS,chr16,-,GENE_0041,29051428,29051928,29052036,sample_2_Aligned.sortedByCoord.out,0.32615643083526596,20,16,36,high
A5SS_chr16_29051428_41,A5SS,chr16,-,GENE_0041,29051428,29051928,29052036,sample_3_Aligned.sortedByCoord.out,0.323910263133046,28,16,44,high
A5SS_chr16_29051428_41,A5SS,chr16,-,GENE_0041,29051428,29051928,29052036,sample_4_Aligned.sortedByCoord.out,0.5100103363881181,22,12,34,high
A5SS_chr16_29051428_41,A5SS,chr16,-,GENE_0041,29051428,29051928,29052036,sample_5_Aligned.sortedByCoord.out,0.39026420310258236,28,10,38,high
A5SS_chr16_29051428_41,A5SS,chr16,-,GENE_0041,29051428,29051928,29052036,sample_6_Aligned.sortedByCoord.out,0.42319590304155114,22,10,32,high
A5SS_chr6_37209256_42,A5SS,chr6,+,GENE_0042,37209256,37209756,37209848,sample_1_Aligned.sortedByCoord.out,0.39970890231707473,18,18,36,high
A5SS_chr6_37209256_42,A5SS,chr6,+,GENE_0042,37209256,37209756,37209848,sample_2_Aligned.sortedByCoord.out,0.7787403159718536,16,15,31,high
A5SS_chr6_37209256_42,A5SS,chr6,+,GENE_0042,37209256,37209756,37209848,sample_3_Aligned.sortedByCoord.out,0.6293424434757796,23,16,39,high
A5SS_chr6_37209256_42,A5SS,chr6,+,GENE_0042,37209256,37209756,37209848,sample_4_Aligned.sortedByCoord.out,0.09649754258714668,23,15,38,high
A5SS_chr6_37209256_42,A5SS,chr6,+,GENE_0042,37209256,37209756,37209848,sample_5_Aligned.sortedByCoord.out,0.5573169984747658,12,12,24,high
A5SS_chr6_37209256_42,A5SS,chr6,+,GENE_0042,37209256,37209756,37209848,sample_6_Aligned.sortedByCoord.out,0.3453945991753509,16,10,26,high
A5SS_chr5_38270533_43,A5SS,chr5,-,GENE_0043,38270533,38271033,38271190,sample_1_Aligned.sortedByCoord.out,0.8517547771105978,18,17,35,high
A5SS_chr5_38270533_43,A5SS,chr5,-,GENE_0043,38270533,38271033,38271190,sample_2_Aligned.sortedByCoord.out,0.7678900544446501,22,13,35,high
A5SS_chr5_38270533_43,A5SS,chr5,-,GENE_0043,38270533,38271033,38271190,sample_3_Aligned.sortedByCoord.out,0.13038376614675318,11,13,24,high
A5SS_chr5_38270533_43,A5SS,chr5,-,GENE_0043,38270533,38271033,38271190,sample_4_Aligned.sortedByCoord.out,0.5430631980402294,20,10,30,high
A5SS_chr5_38270533_43,A5SS,chr5,-,GENE_0043,38270533,38271033,38271190,sample_5_Aligned.sortedByCoord.out,0.5061267877414416,20,19,39,high
A5SS_chr5_38270533_43,A5SS,chr5,-,GENE_0043,38270533,38271033,38271190,sample_6_Aligned.sortedByCoord.out,0.7428476385171935,18,17,35,high
A5SS_chr5_36554027_44,A5SS,chr5,-,GENE_0044,36554027,36554527,36554694,sample_1_Aligned.sortedByCoord.out,0.45643865666220734,23,14,37,high
A5SS_chr5_36554027_44,A5SS,chr5,-,GENE_0044,36554027,36554527,36554694,sample_2_Aligned.sortedByCoord.out,0.28134502464482664,24,18,42,high
A5SS_chr5_36554027_44,A5SS,chr5,-,GENE_0044,36554027,36554527,36554694,sample_3_Aligned.sortedByCoord.out,0.24838730981762924,17,15,32,high
A5SS_chr5_36554027_44,A5SS,chr5,-,GENE_0044,36554027,36554527,36554694,sample_4_Aligned.sortedByCoord.out,0.7340204604713624,18,15,33,high
A5SS_chr5_36554027_44,A5SS,chr5,-,GENE_0044,36554027,36554527,36554694,sample_5_Aligned.sortedByCoord.out,0.6855245731397219,14,13,27,high
A5SS_chr5_36554027_44,A5SS,chr5,-,GENE_0044,36554027,36554527,36554694,sample_6_Aligned.sortedByCoord.out,0.7161000278958206,25,15,40,high
A5SS_chr10_46368698_45,A5SS,chr10,+,GENE_0045,46368698,46369198,46369342,sample_1_Aligned.sortedByCoord.out,0.23023727054971158,22,21,43,high
A5SS_chr10_46368698_45,A5SS,chr10,+,GENE_0045,46368698,46369198,46369342,sample_2_Aligned.sortedByCoord.out,0.616470276313146,22,14,36,high
A5SS_chr10_46368698_45,A5SS,chr10,+,GENE_0045,46368698,46369198,46369342,sample_3_Aligned.sortedByCoord.out,0.9480940162666174,28,15,43,high
A5SS_chr10_46368698_45,A5SS,chr10,+,GENE_0045,46368698,46369198,46369342,sample_4_Aligned.sortedByCoord.out,0.08281426669526026,19,15,34,high
A5SS_chr10_46368698_45,A5SS,chr10,+,GENE_0045,46368698,46369198,46369342,sample_5_Aligned.sortedByCoord.out,0.5477562667893717,15,13,28,high
A5SS_chr10_46368698_45,A5SS,chr10,+,GENE_0045,46368698,46369198,46369342,sample_6_Aligned.sortedByCoord.out,0.30808524651872266,27,17,44,high
A5SS_chr13_21870765_46,A5SS,chr13,+,GENE_0046,21870765,21871265,21871358,sample_1_Aligned.sortedByCoord.out,0.03137739046039158,16,16,32,high
A5SS_chr13_21870765_46,A5SS,chr13,+,GENE_0046,21870765,21871265,21871358,sample_2_Aligned.sortedByCoord.out,0.8323730723054062,17,15,32,high
A5SS_chr13_21870765_46,A5SS,chr13,+,GENE_0046,21870765,21871265,21871358,sample_3_Aligned.sortedByCoord.out,0.699024051868265,18,15,33,high
A5SS_chr13_21870765_46,A5SS,chr13,+,GENE_0046,21870765,21871265,21871358,sample_4_Aligned.sortedByCoord.out,0.5518361612524371,19,12,31,high
A5SS_chr13_21870765_46,A5SS,chr13,+,GENE_0046,21870765,21871265,21871358,sample_5_Aligned.sortedByCoord.out,0.7849254606877727,25,13,38,high
A5SS_chr13_21870765_46,A5SS,chr13,+,GENE_0046,21870765,21871265,21871358,sample_6_Aligned.sortedByCoord.out,0.7252716082226729,30,16,46,high
A5SS_chr15_13908598_47,A5SS,chr15,-,GENE_0047,13908598,13909098,13909294,sample_1_Aligned.sortedByCoord.out,0.486511132384661,17,9,26,high
A5SS_chr15_13908598_47,A5SS,chr15,-,GENE_0047,13908598,13909098,13909294,sample_2_Aligned.sortedByCoord.out,0.40304887846632154,18,18,36,high
A5SS_chr15_13908598_47,A5SS,chr15,-,GENE_0047,13908598,13909098,13909294,sample_3_Aligned.sortedByCoord.out,0.671941050265308,20,18,38,high
A5SS_chr15_13908598_47,A5SS,chr15,-,GENE_0047,13908598,13909098,13909294,sample_4_Aligned.sortedByCoord.out,0.4440543209969431,17,17,34,high
A5SS_chr15_13908598_47,A5SS,chr15,-,GENE_0047,13908598,13909098,13909294,sample_5_Aligned.sortedByCoord.out,0.38479359086446707,17,17,34,high
A5SS_chr15_13908598_47,A5SS,chr15,-,GENE_0047,13908598,13909098,13909294,sample_6_Aligned.sortedByCoord.out,0.2580379345062526,13,10,23,high
A5SS_chr20_42630279_48,A5SS,chr20,-,GENE_0048,42630279,42630779,42630932,sample_1_Aligned.sortedByCoord.out,0.2693839796983082,31,18,49,high
A5SS_chr20_42630279_48,A5SS,chr20,-,GENE_0048,42630279,42630779,42630932,sample_2_Aligned.sortedByCoord.out,0.7610018127432756,20,11,31,high
A5SS_chr20_42630279_48,A5SS,chr20,-,GENE_0048,42630279,42630779,42630932,sample_3_Aligned.sortedByCoord.out,0.22754213746727464,34,16,50,high
A5SS_chr20_42630279_48,A5SS,chr20,-,GENE_0048,42630279,42630779,42630932,sample_4_Aligned.sortedByCoord.out,0.06236053810571127,16,15,31,high
A5SS_chr20_42630279_48,A5SS,chr20,-,GENE_0048,42630279,42630779,42630932,sample_5_Aligned.sortedByCoord.out,0.33825913678317765,24,12,36,high
A5SS_chr20_42630279_48,A5SS,chr20,-,GENE_0048,42630279,42630779,42630932,sample_6_Aligned.sortedByCoord.out,0.07583488012808647,21,14,35,high
A5SS_chr22_13376284_49,A5SS,chr22,+,GENE_0049,13376284,13376784,13376882,sample_1_Aligned.sortedByCoord.out,0.5876260466751321,13,17,30,high
A5SS_chr22_13376284_49,A5SS,chr22,+,GENE_0049,13376284,13376784,13376882,sample_2_Aligned.sortedByCoord.out,0.4688350474615337,20,13,33,high
A5SS_chr22_13376284_49,A5SS,chr22,+,GENE_0049,13376284,13376784,13376882,sample_3_Aligned.sortedByCoord.out,0.31287792084775196,26,12,38,high
A5SS_chr22_13376284_49,A5SS,chr22,+,GENE_0049,13376284,13376784,13376882,sample_4_Aligned.sortedByCoord.out,0.8161404677697436,19,17,36,high
A5SS_chr22_13376284_49,A5SS,chr22,+,GENE_0049,13376284,13376784,13376882,sample_5_Aligned.sortedByCoord.out,0.4671681642296425,24,14,38,high
A5SS_chr22_13376284_49,A5SS,chr22,+,GENE_0049,13376284,13376784,13376882,sample_6_Aligned.sortedByCoord.out,0.792670047698898,23,10,33,high
A5SS_chr12_30500691_50,A5SS,chr12,-,GENE_0050,30500691,30501191,30501306,sample_1_Aligned.sortedByCoord.out,0.23267580617128442,18,16,34,high
A5SS_chr12_30500691_50,A5SS,chr12,-,GENE_0050,30500691,30501191,30501306,sample_2_Aligned.sortedByCoord.out,0.8659320021917936,14,16,30,high
A5SS_chr12_30500691_50,A5SS,chr12,-,GENE_0050,30500691,30501191,30501306,sample_3_Aligned.sortedByCoord.out,0.15886318188768686,27,17,44,high
A5SS_chr12_30500691_50,A5SS,chr12,-,GENE_0050,30500691,30501191,30501306,sample_4_Aligned.sortedByCoord.out,0.5540424505770825,20,9,29,high
A5SS_chr12_30500691_50,A5SS,chr12,-,GENE_0050,30500691,30501191,30501306,sample_5_Aligned.sortedByCoord.out,0.7811571500029897,22,12,34,high
A5SS_chr12_30500691_50,A5SS,chr12,-,GENE_0050,30500691,30501191,30501306,sample_6_Aligned.sortedByCoord.out,0.5562909142156742,19,21,40,high
A5SS_chr16_33320103_51,A5SS,chr16,-,GENE_0051,33320103,33320603,33320692,sample_1_Aligned.sortedByCoord.out,0.732057937139393,17,18,35,high
A5SS_chr16_33320103_51,A5SS,chr16,-,GENE_0051,33320103,33320603,33320692,sample_2_Aligned.sortedByCoord.out,0.11997253544227583,21,16,37,high
A5SS_chr16_33320103_51,A5SS,chr16,-,GENE_0051,33320103,33320603,33320692,sample_3_Aligned.sortedByCoord.out,0.3965691596562126,24,18,42,high
A5SS_chr16_33320103_51,A5SS,chr16,-,GENE_0051,33320103,33320603,33320692,sample_4_Aligned.sortedByCoord.out,0.8845405806305461,16,16,32,high
A5SS_chr16_33320103_51,A5SS,chr16,-,GENE_0051,33320103,33320603,33320692,sample_5_Aligned.sortedByCoord.out,0.6645671883449438,16,17,33,high
A5SS_chr16_33320103_51,A5SS,chr16,-,GENE_0051,33320103,33320603,33320692,sample_6_Aligned.sortedByCoord.out,0.06638678707159937,24,10,34,high
A5SS_chr10_2833017_52,A5SS,chr10,+,GENE_0052,2833017,2833517,2833631,sample_1_Aligned.sortedByCoord.out,0.5613217400186211,19,14,33,high
A5SS_chr10_2833017_52,A5SS,chr10,+,GENE_0052,2833017,2833517,2833631,sample_2_Aligned.sortedByCoord.out,0.5275999985050329,23,16,39,high
A5SS_chr10_2833017_52,A5SS,chr10,+,GENE_0052,2833017,2833517,2833631,sample_3_Aligned.sortedByCoord.out,0.1499446968357209,15,18,33,high
A5SS_chr10_2833017_52,A5SS,chr10,+,GENE_0052,2833017,2833517,2833631,sample_4_Aligned.sortedByCoord.out,0.501606654109794,28,16,44,high
A5SS_chr10_2833017_52,A5SS,chr10,+,GENE_0052,2833017,2833517,2833631,sample_5_Aligned.sortedByCoord.out,0.9136770001264294,18,24,42,high
A5SS_chr10_2833017_52,A5SS,chr10,+,GENE_0052,2833017,2833517,2833631,sample_6_Aligned.sortedByCoord.out,0.36730907170019855,25,21,46,high
A5SS_chr13_18356667_53,A5SS,chr13,-,GENE_0053,18356667,18357167,18357320,sample_1_Aligned.sortedByCoord.out,0.2814418680167894,25,19,44,high
A5SS_chr13_18356667_53,A5SS,chr13,-,GENE_0053,18356667,18357167,18357320,sample_2_Aligned.sortedByCoord.out,0.30744069751613073,18,10,28,high
A5SS_chr13_18356667_53,A5SS,chr13,-,GENE_0053,18356667,18357167,18357320,sample_3_Aligned.sortedByCoord.out,0.23863354667762351,14,23,37,high
A5SS_chr13_18356667_53,A5SS,chr13,-,GENE_0053,18356667,18357167,18357320,sample_4_Aligned.sortedByCoord.out,0.6939051193278403,24,15,39,high
A5SS_chr13_18356667_53,A5SS,chr13,-,GENE_0053,18356667,18357167,18357320,sample_5_Aligned.sortedByCoord.out,0.1690683348094085,17,18,35,high
A5SS_chr13_18356667_53,A5SS,chr13,-,GENE_0053,18356667,18357167,18357320,sample_6_Aligned.sortedByCoord.out,0.803333857347529,21,20,41,high
A5SS_chr21_21990915_54,A5SS,chr21,-,GENE_0054,21990915,21991415,21991545,sample_1_Aligned.sortedByCoord.out,0.2263383823568442,17,12,29,high
A5SS_chr21_21990915_54,A5SS,chr21,-,GENE_0054,21990915,21991415,21991545,sample_2_Aligned.sortedByCoord.out,0.6877326633176636,18,7,25,high
A5SS_chr21_21990915_54,A5SS,chr21,-,GENE_0054,21990915,21991415,21991545,sample_3_Aligned.sortedByCoord.out,0.48089277295323896,19,15,34,high
A5SS_chr21_21990915_54,A5SS,chr21,-,GENE_0054,21990915,21991415,21991545,sample_4_Aligned.sortedByCoord.out,0.5585998248246593,27,20,47,high
A5SS_chr21_21990915_54,A5SS,chr21,-,GENE_0054,21990915,21991415,21991545,sample_5_Aligned.sortedByCoord.out,0.5728891311357793,21,10,31,high
A5SS_chr21_21990915_54,A5SS,chr21,-,GENE_0054,21990915,21991415,21991545,sample_6_Aligned.sortedByCoord.out,0.14517875290346108,13,13,26,high
A5SS_chr11_30670292_55,A5SS,chr11,+,GENE_0055,30670292,30670792,30670938,sample_1_Aligned.sortedByCoord.out,0.22446149309516703,20,11,31,high
A5SS_chr11_30670292_55,A5SS,chr11,+,GENE_0055,30670292,30670792,30670938,sample_2_Aligned.sortedByCoord.out,0.4721735837714709,24,10,34,high
A5SS_chr11_30670292_55,A5SS,chr11,+,GENE_0055,30670292,30670792,30670938,sample_3_Aligned.sortedByCoord.out,0.7163001892052521,21,11,32,high
A5SS_chr11_30670292_55,A5SS,chr11,+,GENE_0055,30670292,30670792,30670938,sample_4_Aligned.sortedByCoord.out,0.42564807800679644,24,21,45,high
A5SS_chr11_30670292_55,A5SS,chr11,+,GENE_0055,30670292,30670792,30670938,sample_5_Aligned.sortedByCoord.out,0.24913197772552634,15,15,30,high
A5SS_chr11_30670292_55,A5SS,chr11,+,GENE_0055,30670292,30670792,30670938,sample_6_Aligned.sortedByCoord.out,0.3952394848713277,21,21,42,high
A5SS_chr10_31447335_56,A5SS,chr10,+,GENE_0056,31447335,31447835,31447967,sample_1_Aligned.sortedByCoord.out,0.4957900295178112,10,8,18,high
A5SS_chr10_31447335_56,A5SS,chr10,+,GENE_0056,31447335,31447835,31447967,sample_2_Aligned.sortedByCoord.out,0.606351036659369,22,19,41,high
A5SS_chr10_31447335_56,A5SS,chr10,+,GENE_0056,31447335,31447835,31447967,sample_3_Aligned.sortedByCoord.out,0.31705265373388336,24,20,44,high
