sample,chromosome,start,end,strand,unique_reads,multi_reads,total_reads,junction_type,junction_id
sample_1_Aligned.sortedByCoord.out,chr7,25154321,25158372,+,9,1,10,novel,chr7:25154321-25158372
sample_1_Aligned.sortedByCoord.out,chr2,43251174,43259088,-,12,4,16,known,chr2:43251174-43259088
sample_1_Aligned.sortedByCoord.out,chr9,28664129,28671054,+,8,3,11,known,chr9:28664129-28671054
sample_1_Aligned.sortedByCoord.out,chr18,12070524,12071626,-,15,2,17,known,chr18:12070524-12071626
sample_1_Aligned.sortedByCoord.out,chr2,22233411,22241627,+,12,1,13,known,chr2:22233411-22241627
sample_1_Aligned.sortedByCoord.out,chr13,32488256,32494831,+,10,2,12,known,chr13:32488256-32494831
sample_1_Aligned.sortedByCoord.out,chr11,12305784,12315164,-,11,1,12,known,chr11:12305784-12315164
sample_1_Aligned.sortedByCoord.out,chr11,43800813,43803847,-,12,3,15,known,chr11:43800813-43803847
sample_1_Aligned.sortedByCoord.out,chr3,17847865,17848820,-,7,0,7,known,chr3:17847865-17848820
sample_1_Aligned.sortedByCoord.out,chr8,36027750,36031049,-,10,0,10,known,chr8:36027750-36031049
sample_1_Aligned.sortedByCoord.out,chr6,4962781,4965801,-,9,3,12,known,chr6:4962781-4965801
sample_1_Aligned.sortedByCoord.out,chr7,13928489,13933813,-,10,2,12,known,chr7:13928489-13933813
sample_1_Aligned.sortedByCoord.out,chr17,13584345,13586458,-,12,6,18,known,chr17:13584345-13586458
sample_1_Aligned.sortedByCoord.out,chr1,25725364,25725824,-,14,4,18,known,chr1:25725364-25725824
sample_1_Aligned.sortedByCoord.out,chr4,28837166,28839540,+,9,2,11,known,chr4:28837166-28839540
sample_1_Aligned.sortedByCoord.out,chr4,24494802,24498786,-,4,4,8,known,chr4:24494802-24498786
sample_1_Aligned.sortedByCoord.out,chr11,36124563,36134528,-,5,1,6,known,chr11:36124563-36134528
sample_1_Aligned.sortedByCoord.out,chr4,3808296,3815956,+,2,0,2,known,chr4:3808296-3815956
sample_1_Aligned.sortedByCoord.out,chr18,20215504,20218236,-,15,2,17,known,chr18:20215504-20218236
sample_1_Aligned.sortedByCoord.out,chr7,34701151,34704382,+,16,1,17,novel,chr7:34701151-34704382
sample_1_Aligned.sortedByCoord.out,chr16,47065382,47070985,-,16,3,19,known,chr16:47065382-47070985
sample_1_Aligned.sortedByCoord.out,chr1,8749607,8757475,+,10,2,12,known,chr1:8749607-8757475
sample_1_Aligned.sortedByCoord.out,chr11,33309491,33318320,+,8,3,11,known,chr11:33309491-33318320
sample_1_Aligned.sortedByCoord.out,chr22,4152521,4160753,+,11,2,13,known,chr22:4152521-4160753
sample_1_Aligned.sortedByCoord.out,chr20,14566144,14566751,-,12,0,12,known,chr20:14566144-14566751
sample_1_Aligned.sortedByCoord.out,chr1,17813817,17815782,+,8,1,9,known,chr1:17813817-17815782
sample_1_Aligned.sortedByCoord.out,chr20,29582940,29585793,-,10,0,10,known,chr20:29582940-29585793
sample_1_Aligned.sortedByCoord.out,chr8,30867689,30875007,-,8,1,9,known,chr8:30867689-30875007
sample_1_Aligned.sortedByCoord.out,chr22,43956587,43964170,+,12,2,14,known,chr22:43956587-43964170
sample_1_Aligned.sortedByCoord.out,chr18,11150592,11156279,+,10,0,10,known,chr18:11150592-11156279
sample_1_Aligned.sortedByCoord.out,chr20,43279194,43282961,-,9,1,10,known,chr20:43279194-43282961
sample_1_Aligned.sortedByCoord.out,chr10,5638196,5640022,-,9,1,10,known,chr10:5638196-5640022
sample_1_Aligned.sortedByCoord.out,chr20,23281773,23291373,+,13,1,14,novel,chr20:23281773-23291373
sample_1_Aligned.sortedByCoord.out,chr20,19688148,19691611,+,12,1,13,known,chr20:19688148-19691611
sample_1_Aligned.sortedByCoord.out,chr12,8470385,8470952,+,6,3,9,known,chr12:8470385-8470952
sample_1_Aligned.sortedByCoord.out,chr18,41208954,41210040,-,4,0,4,known,chr18:41208954-41210040
sample_1_Aligned.sortedByCoord.out,chr21,37255393,37258869,+,11,0,11,known,chr21:37255393-37258869
sample_1_Aligned.sortedByCoord.out,chr20,41610288,41616960,+,6,2,8,novel,chr20:41610288-41616960
sample_1_Aligned.sortedByCoord.out,chr17,20984873,20993096,-,15,1,16,known,chr17:20984873-20993096
sample_1_Aligned.sortedByCoord.out,chr6,6905611,6907505,-,12,0,12,known,chr6:6905611-6907505
sample_1_Aligned.sortedByCoord.out,chr5,14622641,14626398,+,8,4,12,known,chr5:14622641-14626398
sample_1_Aligned.sortedByCoord.out,chr12,20920650,20927742,+,9,1,10,known,chr12:20920650-20927742
sample_1_Aligned.sortedByCoord.out,chr17,43154449,43159824,+,12,0,12,known,chr17:43154449-43159824
sample_1_Aligned.sortedByCoord.out,chr8,43666497,43666801,-,17,1,18,novel,chr8:43666497-43666801
sample_1_Aligned.sortedByCoord.out,chr17,46842824,46843168,-,14,2,16,known,chr17:46842824-46843168
sample_1_Aligned.sortedByCoord.out,chr13,19445428,19452885,-,9,1,10,known,chr13:19445428-19452885
sample_1_Aligned.sortedByCoord.out,chr9,44206581,44215991,-,8,1,9,known,chr9:44206581-44215991
sample_1_Aligned.sortedByCoord.out,chr8,3046641,3054037,-,10,0,10,known,chr8:3046641-3054037
sample_1_Aligned.sortedByCoord.out,chr2,43073262,43074562,+,7,3,10,known,chr2:43073262-43074562
sample_1_Aligned.sortedByCoord.out,chr16,21779378,21788788,-,6,2,8,known,chr16:21779378-21788788
sample_1_Aligned.sortedByCoord.out,chr8,4846691,4848652,+,12,3,15,novel,chr8:4846691-4848652
sample_1_Aligned.sortedByCoord.out,chr16,15487340,15491078,+,6,1,7,known,chr16:15487340-15491078
sample_1_Aligned.sortedByCoord.out,chr14,24344375,24344699,-,10,2,12,known,chr14:24344375-24344699
sample_1_Aligned.sortedByCoord.out,chr5,45387287,45395815,+,10,4,14,known,chr5:45387287-45395815
sample_1_Aligned.sortedByCoord.out,chr13,24203528,24212629,-,11,4,15,known,chr13:24203528-24212629
sample_1_Aligned.sortedByCoord.out,chr5,49838826,49841735,-,10,3,13,known,chr5:49838826-49841735
sample_1_Aligned.sortedByCoord.out,chr6,7342754,7346196,+,11,2,13,known,chr6:7342754-7346196
sample_1_Aligned.sortedByCoord.out,chr3,35076698,35084565,+,13,4,17,known,chr3:35076698-35084565
sample_1_Aligned.sortedByCoord.out,chr12,30144340,30153099,-,11,2,13,known,chr12:30144340-30153099
sample_1_Aligned.sortedByCoord.out,chr16,32234026,32243167,-,8,1,9,novel,chr16:32234026-32243167
sample_1_Aligned.sortedByCoord.out,chr5,17526424,17534056,+,10,0,10,known,chr5:17526424-17534056
sample_1_Aligned.sortedByCoord.out,chr3,8192890,8201669,+,12,3,15,known,chr3:8192890-8201669
sample_1_Aligned.sortedByCoord.out,chr5,17637256,17640375,-,8,1,9,known,chr5:17637256-17640375
sample_1_Aligned.sortedByCoord.out,chr5,6953321,6954051,+,9,5,14,known,chr5:6953321-6954051
sample_1_Aligned.sortedByCoord.out,chr5,39680379,39685890,+,10,2,12,novel,chr5:39680379-39685890
sample_1_Aligned.sortedByCoord.out,chr15,19413946,19420040,+,8,1,9,known,chr15:19413946-19420040
sample_1_Aligned.sortedByCoord.out,chr3,42738774,42745392,-,11,4,15,known,chr3:42738774-42745392
sample_1_Aligned.sortedByCoord.out,chr12,10528785,10533552,-,7,5,12,known,chr12:10528785-10533552
sample_1_Aligned.sortedByCoord.out,chr20,20792911,20795565,-,7,1,8,known,chr20:20792911-20795565
sample_1_Aligned.sortedByCoord.out,chr3,7354088,7361749,-,7,1,8,novel,chr3:7354088-7361749
sample_1_Aligned.sortedByCoord.out,chr8,24817179,24817723,-,6,2,8,known,chr8:24817179-24817723
sample_1_Aligned.sortedByCoord.out,chr4,26399605,26400236,-,5,3,8,known,chr4:26399605-26400236
sample_1_Aligned.sortedByCoord.out,chr16,38208876,38217573,-,13,4,17,known,chr16:38208876-38217573
sample_1_Aligned.sortedByCoord.out,chr17,18287413,18293973,+,16,2,18,known,chr17:18287413-18293973
sample_1_Aligned.sortedByCoord.out,chr10,28561295,28569974,-,4,2,6,known,chr10:28561295-28569974
sample_1_Aligned.sortedByCoord.out,chr1,17501633,17509909,+,10,2,12,known,chr1:17501633-17509909
sample_1_Aligned.sortedByCoord.out,chr9,16164920,16165389,-,13,0,13,known,chr9:16164920-16165389
sample_1_Aligned.sortedByCoord.out,chr18,14940320,14942041,+,6,3,9,known,chr18:14940320-14942041
sample_1_Aligned.sortedByCoord.out,chr4,3627195,3627975,-,16,2,18,known,chr4:3627195-3627975
sample_1_Aligned.sortedByCoord.out,chr4,20452103,20458589,-,7,1,8,known,chr4:20452103-20458589
sample_1_Aligned.sortedByCoord.out,chr21,9346686,9351206,+,5,4,9,known,chr21:9346686-9351206
sample_1_Aligned.sortedByCoord.out,chr6,41232791,41237148,+,13,1,14,known,chr6:41232791-41237148
sample_1_Aligned.sortedByCoord.out,chr10,42530726,42534458,+,11,0,11,known,chr10:42530726-42534458
sample_1_Aligned.sortedByCoord.out,chr16,12192382,12192589,-,8,1,9,known,chr16:12192382-12192589
sample_1_Aligned.sortedByCoord.out,chr14,24399300,24402089,-,8,5,13,known,chr14:24399300-24402089
sample_1_Aligned.sortedByCoord.out,chr10,35127262,35134229,+,16,6,22,novel,chr10:35127262-35134229
sample_1_Aligned.sortedByCoord.out,chr20,20917278,20925389,+,13,1,14,known,chr20:20917278-20925389
sample_1_Aligned.sortedByCoord.out,chr22,1966134,1973293,+,11,1,12,known,chr22:1966134-1973293
sample_1_Aligned.sortedByCoord.out,chr3,5008194,5017087,+,10,1,11,known,chr3:5008194-5017087
sample_1_Aligned.sortedByCoord.out,chr21,32291964,32300531,+,14,3,17,known,chr21:32291964-32300531
sample_1_Aligned.sortedByCoord.out,chr8,27197930,27206322,-,11,3,14,novel,chr8:27197930-27206322
sample_1_Aligned.sortedByCoord.out,chr17,21002492,21002792,+,13,1,14,known,chr17:21002492-21002792
sample_1_Aligned.sortedByCoord.out,chr2,39020399,39028120,-,12,1,13,known,chr2:39020399-39028120
sample_1_Aligned.sortedByCoord.out,chr8,18038492,18042322,-,4,4,8,novel,chr8:18038492-18042322
sample_1_Aligned.sortedByCoord.out,chr5,13920649,13924832,+,12,4,16,novel,chr5:13920649-13924832
sample_1_Aligned.sortedByCoord.out,chr5,37584803,37590951,+,13,1,14,known,chr5:37584803-37590951
sample_1_Aligned.sortedByCoord.out,chr3,25286644,25289296,-,9,3,12,known,chr3:25286644-25289296
sample_1_Aligned.sortedByCoord.out,chr9,45363268,45367807,-,6,0,6,known,chr9:45363268-45367807
sample_1_Aligned.sortedByCoord.out,chr10,34626673,34636322,+,16,2,18,known,chr10:34626673-34636322
sample_1_Aligned.sortedByCoord.out,chr15,38411004,38414017,+,5,2,7,known,chr15:38411004-38414017
sample_1_Aligned.sortedByCoord.out,chr2,26166104,26170320,+,17,0,17,known,chr2:26166104-26170320
sample_1_Aligned.sortedByCoord.out,chr12,11020178,11029341,+,11,2,13,known,chr12:11020178-11029341
sample_1_Aligned.sortedByCoord.out,chr1,13253536,13261080,+,9,2,11,known,chr1:13253536-13261080
sample_1_Aligned.sortedByCoord.out,chr20,17484185,17487361,+,8,1,9,known,chr20:17484185-17487361
sample_1_Aligned.sortedByCoord.out,chr4,25198496,25205976,+,15,2,17,novel,chr4:25198496-25205976
sample_1_Aligned.sortedByCoord.out,chr6,26597973,26605441,-,8,0,8,known,chr6:26597973-26605441
sample_1_Aligned.sortedByCoord.out,chr19,45078639,45086750,-,5,1,6,known,chr19:45078639-45086750
sample_1_Aligned.sortedByCoord.out,chr15,5599427,5603246,+,10,1,11,known,chr15:5599427-5603246
sample_1_Aligned.sortedByCoord.out,chr10,33139343,33147746,-,7,3,10,known,chr10:33139343-33147746
sample_1_Aligned.sortedByCoord.out,chr4,39445462,39448178,+,10,1,11,novel,chr4:39445462-39448178
sample_1_Aligned.sortedByCoord.out,chr22,38716925,38719484,+,7,2,9,known,chr22:38716925-38719484
sample_1_Aligned.sortedByCoord.out,chr16,39571534,39575079,+,12,3,15,known,chr16:39571534-39575079
sample_1_Aligned.sortedByCoord.out,chr17,29061253,29068480,-,16,1,17,novel,chr17:29061253-29068480
sample_1_Aligned.sortedByCoord.out,chr16,23502800,23505188,+,4,1,5,known,chr16:23502800-23505188
sample_1_Aligned.sortedByCoord.out,chr9,40272708,40274093,-,10,1,11,novel,chr9:40272708-40274093
sample_1_Aligned.sortedByCoord.out,chr16,11944921,11953389,+,10,2,12,known,chr16:11944921-11953389
sample_1_Aligned.sortedByCoord.out,chr19,45096638,45100126,+,8,2,10,known,chr19:45096638-45100126
sample_1_Aligned.sortedByCoord.out,chr3,8830961,8840372,-,10,1,11,known,chr3:8830961-8840372
sample_1_Aligned.sortedByCoord.out,chr21,32755104,32762004,-,9,3,12,known,chr21:32755104-32762004
sample_1_Aligned.sortedByCoord.out,chr21,19203363,19207847,-,4,4,8,known,chr21:19203363-19207847
sample_1_Aligned.sortedByCoord.out,chr2,42371963,42380714,+,11,0,11,known,chr2:42371963-42380714
sample_1_Aligned.sortedByCoord.out,chr22,26320723,26322139,-,7,2,9,known,chr22:26320723-26322139
sample_1_Aligned.sortedByCoord.out,chr11,33066229,33072955,+,11,1,12,known,chr11:33066229-33072955
sample_1_Aligned.sortedByCoord.out,chr2,15514748,15524412,+,8,2,10,known,chr2:15514748-15524412
sample_1_Aligned.sortedByCoord.out,chr13,27495493,27497893,-,10,0,10,known,chr13:27495493-27497893
sample_1_Aligned.sortedByCoord.out,chr11,43105806,43109414,-,8,1,9,known,chr11:43105806-43109414
sample_1_Aligned.sortedByCoord.out,chr1,43873009,43882501,-,9,1,10,known,chr1:43873009-43882501
sample_1_Aligned.sortedByCoord.out,chr4,47133027,47140958,-,14,2,16,known,chr4:47133027-47140958
sample_1_Aligned.sortedByCoord.out,chr3,47544527,47548118,-,8,3,11,known,chr3:47544527-47548118
sample_1_Aligned.sortedByCoord.out,chr1,29596553,29603677,-,11,1,12,known,chr1:29596553-29603677
sample_1_Aligned.sortedByCoord.out,chr6,35366912,35367893,-,8,5,13,known,chr6:35366912-35367893
sample_1_Aligned.sortedByCoord.out,chr19,19217603,19223122,+,9,2,11,known,chr19:19217603-19223122
sample_1_Aligned.sortedByCoord.out,chr17,49495281,49496329,+,17,0,17,known,chr17:49495281-49496329
sample_1_Aligned.sortedByCoord.out,chr3,16615732,16620725,+,8,0,8,known,chr3:16615732-16620725
sample_1_Aligned.sortedByCoord.out,chr12,36102845,36103289,-,8,4,12,known,chr12:36102845-36103289
sample_1_Aligned.sortedByCoord.out,chr20,35875359,35878205,-,7,0,7,novel,chr20:35875359-35878205
sample_1_Aligned.sortedByCoord.out,chr9,42888708,42892428,+,6,0,6,known,chr9:42888708-42892428
sample_1_Aligned.sortedByCoord.out,chr3,41050715,41057612,+,19,2,21,known,chr3:41050715-41057612
sample_1_Aligned.sortedByCoord.out,chr16,26371314,26377633,-,15,3,18,known,chr16:26371314-26377633
sample_1_Aligned.sortedByCoord.out,chr21,48764392,48771804,+,8,4,12,known,chr21:48764392-48771804
sample_1_Aligned.sortedByCoord.out,chr12,31840179,31846983,-,14,1,15,known,chr12:31840179-31846983
sample_1_Aligned.sortedByCoord.out,chr13,10294789,10299000,+,13,1,14,known,chr13:10294789-10299000
sample_1_Aligned.sortedByCoord.out,chr5,23900063,23905119,+,9,3,12,known,chr5:23900063-23905119
sample_1_Aligned.sortedByCoord.out,chr22,15298562,15301504,+,4,1,5,known,chr22:15298562-15301504
sample_1_Aligned.sortedByCoord.out,chr16,2743124,2746385,-,10,3,13,novel,chr16:2743124-2746385
sample_1_Aligned.sortedByCoord.out,chr6,36762159,36768037,-,10,2,12,known,chr6:36762159-36768037
sample_1_Aligned.sortedByCoord.out,chr17,28214367,28222860,-,8,4,12,novel,chr17:28214367-28222860
sample_1_Aligned.sortedByCoord.out,chr22,42584755,42585995,-,10,1,11,novel,chr22:42584755-42585995
sample_1_Aligned.sortedByCoord.out,chr20,8631842,8633047,+,11,1,12,known,chr20:8631842-8633047
sample_1_Aligned.sortedByCoord.out,chr16,45180498,45189633,-,12,2,14,known,chr16:45180498-45189633
sample_1_Aligned.sortedByCoord.out,chr19,16997149,17000452,+,5,3,8,known,chr19:16997149-17000452
sample_1_Aligned.sortedByCoord.out,chr15,12309673,12313621,-,11,2,13,novel,chr15:12309673-12313621
sample_1_Aligned.sortedByCoord.out,chr8,44505057,44509735,+,15,2,17,known,chr8:44505057-44509735
sample_1_Aligned.sortedByCoord.out,chr19,44180161,44186304,-,8,0,8,known,chr19:44180161-44186304
sample_1_Aligned.sortedByCoord.out,chr7,36707859,36716424,-,10,2,12,known,chr7:36707859-36716424
sample_1_Aligned.sortedByCoord.out,chr1,45936067,45939368,-,8,2,10,known,chr1:45936067-45939368
sample_1_Aligned.sortedByCoord.out,chr20,37218518,37219166,-,12,2,14,known,chr20:37218518-37219166
sample_1_Aligned.sortedByCoord.out,chr17,49631820,49632363,+,11,1,12,known,chr17:49631820-49632363
sample_1_Aligned.sortedByCoord.out,chr7,13775973,13776560,+,11,3,14,known,chr7:13775973-13776560
sample_1_Aligned.sortedByCoord.out,chr11,29469648,29474359,+,8,2,10,known,chr11:29469648-29474359
sample_1_Aligned.sortedByCoord.out,chr4,43888466,43890526,+,12,0,12,known,chr4:43888466-43890526
sample_1_Aligned.sortedByCoord.out,chr14,7081841,7090447,+,8,1,9,novel,chr14:7081841-7090447
sample_1_Aligned.sortedByCoord.out,chr16,10105669,10112721,+,6,3,9,known,chr16:10105669-10112721
sample_1_Aligned.sortedByCoord.out,chr8,37248528,37257118,+,9,4,13,known,chr8:37248528-37257118
sample_1_Aligned.sortedByCoord.out,chr3,49378195,49382354,+,9,2,11,known,chr3:49378195-49382354
sample_1_Aligned.sortedByCoord.out,chr4,37502917,37509578,-,15,0,15,known,chr4:37502917-37509578
sample_1_Aligned.sortedByCoord.out,chr6,24978846,24988411,-,13,4,17,novel,chr6:24978846-24988411
sample_1_Aligned.sortedByCoord.out,chr5,31891620,31897257,-,6,3,9,known,chr5:31891620-31897257
sample_1_Aligned.sortedByCoord.out,chr6,17146890,17153485,+,7,1,8,known,chr6:17146890-17153485
sample_1_Aligned.sortedByCoord.out,chr8,28651410,28656912,-,17,1,18,known,chr8:28651410-28656912
sample_1_Aligned.sortedByCoord.out,chr5,32206639,32211075,+,15,1,16,novel,chr5:32206639-32211075
sample_1_Aligned.sortedByCoord.out,chr21,33144993,33148857,+,5,3,8,known,chr21:33144993-33148857
sample_1_Aligned.sortedByCoord.out,chr7,45862520,45865345,+,10,3,13,novel,chr7:45862520-45865345
sample_1_Aligned.sortedByCoord.out,chr19,34219291,34220752,-,11,2,13,known,chr19:34219291-34220752
sample_1_Aligned.sortedByCoord.out,chr17,22118448,22128193,-,8,5,13,known,chr17:22118448-22128193
sample_1_Aligned.sortedByCoord.out,chr11,28106320,28112575,-,13,1,14,novel,chr11:28106320-28112575
sample_1_Aligned.sortedByCoord.out,chr1,11561076,11565762,+,13,3,16,known,chr1:11561076-11565762
sample_1_Aligned.sortedByCoord.out,chr16,19104280,19105759,+,13,1,14,known,chr16:19104280-19105759
sample_1_Aligned.sortedByCoord.out,chr8,45694286,45696457,-,9,1,10,known,chr8:45694286-45696457
sample_1_Aligned.sortedByCoord.out,chr20,41844958,41845531,-,14,1,15,known,chr20:41844958-41845531
sample_1_Aligned.sortedByCoord.out,chr7,44205312,44214504,-,9,2,11,known,chr7:44205312-44214504
sample_1_Aligned.sortedByCoord.out,chr9,19753018,19755968,-,15,4,19,known,chr9:19753018-19755968
sample_1_Aligned.sortedByCoord.out,chr9,15480262,15486340,+,10,2,12,known,chr9:15480262-15486340
sample_1_Aligned.sortedByCoord.out,chr10,18065470,18066110,-,13,3,16,known,chr10:18065470-18066110
sample_1_Aligned.sortedByCoord.out,chr9,8379320,8385227,-,14,1,15,novel,chr9:8379320-8385227
sample_1_Aligned.sortedByCoord.out,chr3,2029153,2036716,+,12,4,16,known,chr3:2029153-2036716
sample_1_Aligned.sortedByCoord.out,chr6,45128234,45134311,-,14,3,17,known,chr6:45128234-45134311
sample_1_Aligned.sortedByCoord.out,chr1,31551857,31552348,+,11,0,11,known,chr1:31551857-31552348
sample_1_Aligned.sortedByCoord.out,chr18,44743326,44752219,-,13,2,15,known,chr18:44743326-44752219
sample_1_Aligned.sortedByCoord.out,chr15,10095658,10104201,+,9,4,13,known,chr15:10095658-10104201
sample_1_Aligned.sortedByCoord.out,chr11,42384033,42386560,-,19,0,19,novel,chr11:42384033-42386560
sample_1_Aligned.sortedByCoord.out,chr11,12912971,12914897,-,13,5,18,known,chr11:12912971-12914897
sample_1_Aligned.sortedByCoord.out,chr13,46502625,46504129,+,10,1,11,novel,chr13:46502625-46504129
sample_1_Aligned.sortedByCoord.out,chr8,22249525,22249795,-,7,3,10,known,chr8:22249525-22249795
sample_1_Aligned.sortedByCoord.out,chr2,17025835,17026600,-,11,0,11,novel,chr2:17025835-17026600
sample_1_Aligned.sortedByCoord.out,chr14,38753919,38758818,-,10,4,14,known,chr14:38753919-38758818
sample_1_Aligned.sortedByCoord.out,chr11,17572723,17575918,-,14,1,15,known,chr11:17572723-17575918
sample_1_Aligned.sortedByCoord.out,chr8,36151065,36154172,+,11,1,12,novel,chr8:36151065-36154172
sample_1_Aligned.sortedByCoord.out,chr10,29019459,29027113,+,4,1,5,known,chr10:29019459-29027113
sample_1_Aligned.sortedByCoord.out,chr6,27599409,27601340,-,14,1,15,known,chr6:27599409-27601340
sample_1_Aligned.sortedByCoord.out,chr6,38048559,38050624,+,12,2,14,novel,chr6:38048559-38050624
sample_1_Aligned.sortedByCoord.out,chr20,2106035,2112146,-,11,5,16,novel,chr20:2106035-2112146
sample_1_Aligned.sortedByCoord.out,chr8,12480133,12484839,-,10,3,13,known,chr8:12480133-12484839
sample_1_Aligned.sortedByCoord.out,chr6,20023094,20024310,-,10,1,11,known,chr6:20023094-20024310
sample_1_Aligned.sortedByCoord.out,chr18,25890566,25894158,+,10,3,13,novel,chr18:25890566-25894158
sample_1_Aligned.sortedByCoord.out,chr19,30502811,30504010,-,10,1,11,known,chr19:30502811-30504010
sample_1_Aligned.sortedByCoord.out,chr19,8784243,8785575,-,5,4,9,known,chr19:8784243-8785575
sample_1_Aligned.sortedByCoord.out,chr16,11139479,11141640,-,12,1,13,known,chr16:11139479-11141640
sample_1_Aligned.sortedByCoord.out,chr6,26355672,26357199,+,14,0,14,known,chr6:26355672-26357199
sample_1_Aligned.sortedByCoord.out,chr16,4107300,4115400,-,6,3,9,novel,chr16:4107300-4115400
sample_1_Aligned.sortedByCoord.out,chr2,48729249,48739221,+,7,4,11,known,chr2:48729249-48739221
sample_1_Aligned.sortedByCoord.out,chr4,34066313,34073061,+,8,2,10,known,chr4:34066313-34073061
sample_1_Aligned.sortedByCoord.out,chr7,30856285,30866169,-,9,4,13,known,chr7:30856285-30866169
sample_1_Aligned.sortedByCoord.out,chr14,9888786,9892166,+,11,0,11,known,chr14:9888786-9892166
sample_1_Aligned.sortedByCoord.out,chr17,3797749,3799032,-,16,2,18,known,chr17:3797749-3799032
sample_1_Aligned.sortedByCoord.out,chr2,2333661,2334180,-,10,3,13,known,chr2:2333661-2334180
sample_1_Aligned.sortedByCoord.out,chr21,5160357,5162030,-,11,0,11,known,chr21:5160357-5162030
sample_1_Aligned.sortedByCoord.out,chr7,28158480,28165332,-,16,1,17,novel,chr7:28158480-28165332
sample_1_Aligned.sortedByCoord.out,chr5,46653830,46655845,+,13,1,14,known,chr5:46653830-46655845
sample_1_Aligned.sortedByCoord.out,chr1,18914414,18917815,-,9,1,10,known,chr1:18914414-18917815
sample_1_Aligned.sortedByCoord.out,chr5,34907369,34916290,-,12,2,14,known,chr5:34907369-34916290
sample_1_Aligned.sortedByCoord.out,chr18,13154244,13159079,+,7,2,9,known,chr18:13154244-13159079
sample_1_Aligned.sortedByCoord.out,chr4,37324569,37328509,-,14,2,16,known,chr4:37324569-37328509
sample_1_Aligned.sortedByCoord.out,chr3,45907446,45907548,+,11,4,15,novel,chr3:45907446-45907548
sample_1_Aligned.sortedByCoord.out,chr2,39220527,39223430,-,7,1,8,known,chr2:39220527-39223430
sample_1_Aligned.sortedByCoord.out,chr20,49419881,49428206,-,6,1,7,known,chr20:49419881-49428206
sample_1_Aligned.sortedByCoord.out,chr8,19479039,19484391,-,11,1,12,known,chr8:19479039-19484391
sample_1_Aligned.sortedByCoord.out,chr9,18190074,18194471,+,11,2,13,known,chr9:18190074-18194471
sample_1_Aligned.sortedByCoord.out,chr13,13730961,13735600,+,18,3,21,known,chr13:13730961-13735600
sample_1_Aligned.sortedByCoord.out,chr8,1636954,1637555,+,8,2,10,known,chr8:1636954-1637555
sample_1_Aligned.sortedByCoord.out,chr10,32698740,32703137,+,13,4,17,known,chr10:32698740-32703137
sample_1_Aligned.sortedByCoord.out,chr10,10604896,10611912,+,10,3,13,known,chr10:10604896-10611912
sample_1_Aligned.sortedByCoord.out,chr8,45048959,45049928,+,10,2,12,known,chr8:45048959-45049928
sample_1_Aligned.sortedByCoord.out,chr20,13967609,13971547,-,6,2,8,novel,chr20:13967609-13971547
sample_1_Aligned.sortedByCoord.out,chr2,10061139,10062011,+,11,2,13,known,chr2:10061139-10062011
sample_1_Aligned.sortedByCoord.out,chr5,2209240,2219032,-,13,3,16,known,chr5:2209240-2219032
sample_2_Aligned.sortedByCoord.out,chr17,3183200,3190272,+,7,2,9,known,chr17:3183200-3190272
sample_2_Aligned.sortedByCoord.out,chr3,22265732,22275724,-,4,2,6,known,chr3:22265732-22275724
sample_2_Aligned.sortedByCoord.out,chr18,40928838,40930768,-,17,4,21,known,chr18:40928838-40930768
sample_2_Aligned.sortedByCoord.out,chr4,18955070,18963050,-,11,0,11,known,chr4:18955070-18963050
sample_2_Aligned.sortedByCoord.out,chr15,19309629,19313297,-,10,1,11,known,chr15:19309629-19313297
sample_2_Aligned.sortedByCoord.out,chr9,5634267,5640499,-,7,2,9,known,chr9:5634267-5640499
sample_2_Aligned.sortedByCoord.out,chr14,7525886,7532080,+,13,2,15,known,chr14:7525886-7532080
sample_2_Aligned.sortedByCoord.out,chr19,41671541,41678546,-,10,1,11,novel,chr19:41671541-41678546
sample_2_Aligned.sortedByCoord.out,chr16,15618224,15618702,+,9,0,9,known,chr16:15618224-15618702
sample_2_Aligned.sortedByCoord.out,chr7,16451555,16456524,+,12,3,15,known,chr7:16451555-16456524
sample_2_Aligned.sortedByCoord.out,chr2,39288696,39289077,-,12,1,13,known,chr2:39288696-39289077
sample_2_Aligned.sortedByCoord.out,chr10,41288619,41296104,+,9,4,13,known,chr10:41288619-41296104
sample_2_Aligned.sortedByCoord.out,chr7,26779179,26786583,-,8,2,10,known,chr7:26779179-26786583
sample_2_Aligned.sortedByCoord.out,chr13,35408778,35416275,-,11,1,12,known,chr13:35408778-35416275
sample_2_Aligned.sortedByCoord.out,chr16,49832732,49840557,-,9,1,10,known,chr16:49832732-49840557
sample_2_Aligned.sortedByCoord.out,chr2,38543555,38544296,+,8,0,8,known,chr2:38543555-38544296
sample_2_Aligned.sortedByCoord.out,chr16,9454134,9457688,-,12,6,18,known,chr16:9454134-9457688
sample_2_Aligned.sortedByCoord.out,chr15,3794045,3799369,+,11,3,14,known,chr15:3794045-3799369
sample_2_Aligned.sortedByCoord.out,chr20,15115839,15116101,-,9,4,13,known,chr20:15115839-15116101
sample_2_Aligned.sortedByCoord.out,chr9,46553679,46562024,-,12,2,14,novel,chr9:46553679-46562024
sample_2_Aligned.sortedByCoord.out,chr16,14414997,14415405,+,16,1,17,known,chr16:14414997-14415405
